Date,Gain,HV,GM,GM1,GM2,GMfromSpectrum,GMfromSpectrumMethodNxExGE,GMfromSpectrumMethodNxChxCh,Temperature,Humidity,adcGM1,adcGM2,PIDTemperature1,MeteoOutsideTemperature,MeteoOutsideHumidity,MeteoInsideTemperature,MeteoInsideHumidity,MeteoRainfall,MeteoBarometer,MeteoAverageWindSpeed,MeteoPrevailingWindDirection
01.12.2020 00:00,54300.4,919.917,53.7381,53.76,0,39.7828,0,31.1701,-4.82005,39.1114,833.688,1,2.58,-1.66852,69.9333,21.6648,30.9333,0,1026.53,0.0208465,S
01.12.2020 01:00,54300.5,919.833,54.1267,54.149,0,40.0215,0,31.5753,-3.96971,39.0695,851.21,0,2.778,-1.41481,70.1833,21.5787,30.9833,0,1026.34,0.0952735,SSE
01.12.2020 02:00,54299,919.917,58.2475,58.273,0,40.3579,0,32.0422,-3.66446,38.7102,887.09,1,2.87933,-1.41111,69.6667,21.5259,30.9833,0,1026.12,0.190902,SSE
01.12.2020 03:00,54297.5,919.847,55.8432,55.867,0,40.3656,0,31.8844,-4.07343,39.2325,866.155,2,2.75203,-1.46019,70.0333,21.4759,30.3333,0,1025.8,0.297848,SSE
01.12.2020 04:00,54296.4,919.883,57.0017,57.026,0,40.438,0,32.0105,-3.17751,38.9374,876.242,2,3.15333,-0.950926,70,21.4602,30.0333,0,1025.66,0.339753,SE
01.12.2020 05:00,54295.6,919.933,57.6342,57.659,0,40.3906,0,31.9722,-3.5191,38.6877,881.75,2,3.00117,-0.975,70,21.4444,30.0167,0,1025.57,0.331298,SE
01.12.2020 06:00,54295.9,919.9,54.7017,54.724,0,40.3034,0,31.8494,-4.14413,38.8228,856.216,2,2.62733,-1.28611,70,21.4361,30,0,1025.42,0.3356,SSE
01.12.2020 07:00,54296.2,919.9,57.27,57.295,0,40.1798,0,31.6646,-4.42031,38.822,878.579,1,2.576,-1.55556,70,21.4537,30,0,1025.76,0.199251,SSE
01.12.2020 08:00,54296.6,919.9,53.6667,53.688,0,40.2356,0,31.7204,-4.02785,38.8812,847.205,2,2.71283,-1.39815,69.4333,21.5547,30,0,1025.97,0.439669,SSE
01.12.2020 09:00,54296.5,919.932,55.9797,56.003,0,40.3448,0,31.9111,-2.44001,38.9315,867.344,1,3.83915,-0.585185,67.15,21.7555,30,0,1026.37,0.539871,SSE
01.12.2020 10:00,54295,919.883,54.5483,54.571,0,40.3668,0,31.9672,1.42305,39.1988,854.881,1,5.171,0.460185,64.1333,21.9454,30,0,1026.48,0.617682,SSE
01.12.2020 11:00,54291.3,919.967,57.8833,57.908,0,40.4439,0,32.2004,3.02198,38.9707,883.919,2,7.732,2.02037,59.1333,22.0639,30,0,1026.32,0.592183,SSE
01.12.2020 12:00,54287,919.933,55.085,55.108,0,40.279,0,31.9228,4.77354,38.8313,859.554,2,9.2175,3.00648,53.85,22.0713,30,0,1026.33,0.582701,SSE
01.12.2020 13:00,54287.7,919.95,55.8133,55.837,0,40.1674,0,32.0487,1.96814,39.5244,865.895,1,7.76433,2.78426,51.3667,22.1241,30,0,1026.24,0.595868,SSE
01.12.2020 14:00,54288.7,919.9,57.0783,57.103,0,39.9823,0,31.5899,0.841619,39.7852,876.909,3,6.57233,2.32407,50.1833,22.2315,29.95,0,1026.42,0.616292,SE
01.12.2020 15:00,54292.7,919.898,56.5059,56.53,0,39.9596,0,31.7554,-1.1583,39.3825,871.926,1,5.55695,1.35648,53.0667,22.0241,29.3167,0,1026.9,0.316654,SE
01.12.2020 16:00,54294.8,919.883,52.8233,52.844,0,39.9293,0,31.5975,-3.07576,39.1643,839.862,2,4.17033,0.142593,58.6833,21.8963,29,0,1027.25,0.120968,ENE
01.12.2020 17:00,54296.3,919.917,55.4492,55.472,0,39.9456,0,31.6214,-4.26769,39.0528,862.725,2,3.13767,-0.725,62.4333,21.8361,29,0,1027.81,0.00745067,SSW
01.12.2020 18:00,54298.5,919.933,56.0433,56.067,0,40.246,0,31.9827,-4.64562,39.0005,867.898,1,2.59233,-0.97963,64.0833,21.7639,29,0,1028.56,0.0950087,NNW
01.12.2020 19:00,54298.7,919.867,52.5742,52.595,0,40.1266,0,31.8056,-4.50026,38.8935,837.693,1,2.57117,-1.15648,65.4167,21.6621,29,0,1029.05,0.0576643,N
01.12.2020 20:00,54299.1,919.933,53.59,53.612,0,40.0828,0,31.7999,-4.02058,38.625,846.537,1,2.64183,-0.826852,62.95,21.5898,29,0,1029.38,0.0917238,E
01.12.2020 21:00,54298.2,919.9,55.9797,56.003,0,39.6861,0,30.9767,-4.27495,38.5778,852.878,1,2.573,-1.00926,62.1333,21.5204,29,0,1029.82,0.135352,E
01.12.2020 22:00,54300.3,919.864,54.3424,54.365,0,40.2149,0,31.6979,-4.84949,38.8637,853.087,1,2.57729,-1.68241,64.4167,21.4389,29,0,1030.22,0.227794,E
01.12.2020 23:00,54299.9,919.933,55.2767,55.3,0,40.4026,0,32.0459,-5.18344,38.7406,861.223,2,2.571,-2.30833,66.7333,21.3917,29,0,1030.46,0.256923,ENE
02.12.2020 00:00,54299.8,919.85,53.5237,53.545,0,40.4446,0,32.1086,-5.40148,38.9653,831.852,1,2.574,-2.82778,68.1333,21.3342,29,0,1030.6,0.295318,ENE
02.12.2020 01:00,54299.4,919.983,53.5325,53.554,0,40.5018,0,32.1275,-5.62678,38.938,846.036,2,2.571,-3.25556,69,21.2741,29,0,1030.72,0.261667,ENE
02.12.2020 02:00,54298.2,919.933,53.0917,53.113,0,40.4159,0,31.8386,-5.75033,38.8601,842.199,2,2.572,-3.65185,69.6833,21.2065,29,0,1030.64,0.136725,ESE
02.12.2020 03:00,54298.6,919.933,55.4492,55.472,0,40.4206,0,31.9561,-5.9611,38.7264,862.725,2,2.56817,-4.06852,70,21.1417,29,0,1030.41,0.107454,ESE
02.12.2020 04:00,54296.8,919.915,54.6542,54.677,0,40.3375,0,31.8941,-5.96554,38.8203,855.803,1,2.58136,-4.20926,69.5333,21.0676,29,0,1030.33,0.306538,ESE
02.12.2020 05:00,54295.8,919.967,55.5067,55.53,0,40.1175,0,31.7289,-5.23432,38.7042,863.226,2,2.576,-3.65926,67.4333,21.012,28.8667,0,1030.31,0.54501,SE
02.12.2020 06:00,54296.5,919.85,56.4075,56.431,0,40.1173,0,31.5782,-4.84185,38.6436,871.069,2,2.57917,-3.12037,65.5333,20.9555,28.2167,0,1030.28,0.547563,SE
02.12.2020 07:00,54295.1,919.833,54.9317,54.954,0,40.0595,0,31.6399,-4.73284,38.7809,858.219,2,2.581,-2.81204,63.9667,21.063,28.5167,0,1030.58,0.633113,SE
02.12.2020 08:00,54294.1,919.967,54.5483,54.571,0,39.9679,0,31.5824,-4.52206,38.7074,854.881,1,2.57217,-2.6,63.4833,21.2102,29,0,1030.68,0.363656,SSE
02.12.2020 09:00,54294.4,919.967,55.545,55.568,0,39.9248,0,31.501,-4.13687,38.7021,863.559,1,2.59433,-2.39629,62.5167,21.3676,28.9667,0,1030.75,0.342301,ESE
02.12.2020 10:00,54292.8,919.933,50.6958,50.715,0,39.7605,0,31.3262,-4.05692,38.8547,821.339,2,2.69133,-2.26204,61.4167,21.4287,28.1667,0,1030.3,0.622262,SE
02.12.2020 11:00,54293.4,919.949,54.7712,54.794,0,39.8707,0,31.6168,-3.55606,38.8716,856.821,1,2.95949,-1.89722,59.4333,21.3759,28.05,0,1029.55,0.586805,SE
02.12.2020 12:00,54292.9,919.867,53.2833,53.305,0,39.7706,0,31.3018,-3.1339,38.8614,843.867,1,3.26383,-1.6713,58.35,21.3509,28.0167,0,1029.04,0.514882,SE
02.12.2020 13:00,54292.2,919.9,54.7975,54.82,0,39.7409,0,31.3189,-2.86499,38.7233,857.051,1,3.4705,-1.48611,58,21.5213,28,0,1028.24,0.403488,ESE
02.12.2020 14:00,54291.5,919.917,55.7942,55.818,0,39.859,0,31.6387,-2.93767,38.6613,865.729,1,3.455,-1.28611,58,21.6185,28,0,1027.95,0.22035,E
02.12.2020 15:00,54289.9,919.967,55.89,55.913,0,39.3684,0,30.8275,-3.05396,38.8052,866.563,1,3.43983,-1.20833,58.65,21.4694,28,0,1027.52,0.132671,ESE
02.12.2020 16:00,54290.2,919.917,54.7975,54.82,0,39.5601,0,31.1109,-3.10483,38.7696,857.051,1,3.372,-1.13333,59.8167,21.2889,28,0,1027.19,0.396371,E
02.12.2020 17:00,54290,919.932,54.5763,54.599,0,39.4465,0,31.0522,-3.2752,38.8247,855.124,1,3.30695,-1.2287,60.1667,21.2305,28,0,1026.84,0.342027,ENE
02.12.2020 18:00,54289.9,919.883,54.5867,54.609,0,39.4947,0,31.1283,-3.3156,38.9101,855.215,1,3.24067,-1.17408,61,21.2481,28,0,1026.25,0.26474,E
02.12.2020 19:00,54289.5,919.85,54.97,54.993,0,39.5144,0,31.06,-3.04669,38.8048,858.552,2,3.32367,-0.907407,61.4167,21.2028,28,0,1025.88,0.345026,E
02.12.2020 20:00,54289.2,919.983,55.2192,55.242,0,39.5294,0,31.0702,-3.12664,38.6793,860.722,1,3.364,-0.986112,62.4333,21.1621,28,0,1025.66,0.342536,E
02.12.2020 21:00,54291.9,919.883,55.3342,55.357,0,39.4818,0,30.9059,-4.49299,38.5847,861.724,1,2.63983,-1.86574,65.1333,21.1148,28,0,1025.37,0.0598506,NE
02.12.2020 22:00,54292.3,919.883,54.6058,54.628,0,39.6809,0,31.2038,-3.94063,38.8516,855.381,1,2.85167,-1.68426,66.1667,21.0926,28,0,1025.03,0.284458,ESE
02.12.2020 23:00,54291.4,919.883,55.4683,55.491,0,39.7978,0,31.4233,-3.47549,38.8112,862.891,1,3.00267,-1.54259,66,21.0639,28,0,1024.66,0.414024,ESE
03.12.2020 00:00,54291.2,919.847,55.5119,55.535,0,39.9538,0,31.568,-3.23824,38.9562,863.271,1,3.17373,-1.33704,66,21.075,28,0,1023.96,0.226383,E
03.12.2020 01:00,54290.7,919.833,55.8133,55.837,0,39.8991,0,31.2975,-2.96674,38.8533,865.895,2,3.37683,-1.08889,65.9833,21.0556,28,0,1023.63,0.238472,ESE
03.12.2020 02:00,54290.2,919.933,54.5292,54.552,0,40.0752,0,31.6952,-2.63969,38.8567,854.715,0,3.607,-0.644444,64.6333,21.0584,28,0,1023.47,0.38173,SSE
03.12.2020 03:00,54290.7,919.9,53.3217,53.343,0,40.0908,0,31.6876,-2.29083,38.8861,844.201,1,3.82633,-0.385185,63.0667,21.0658,28,0,1022.58,0.534948,SE
03.12.2020 04:00,54290,919.817,55.545,55.568,0,40.1455,0,31.8361,-2.3199,39.1075,863.559,1,3.923,-0.365741,62.35,21.0556,28,0,1021.95,0.571485,SE
03.12.2020 05:00,54288.8,919.883,55.89,55.913,0,40.2377,0,31.9249,-2.64696,38.793,866.563,1,3.74517,-0.540741,62.2167,21.0602,28,0,1021.09,0.463263,SE
03.12.2020 06:00,54288.9,919.881,54.5178,54.54,0,40.3492,0,32.0479,-2.63957,38.8819,854.615,1,3.7422,-0.568519,62.45,21.2278,28,0,1021.08,0.712837,SE
03.12.2020 07:00,54290.9,919.967,55.7558,55.779,0,40.2982,0,31.8154,-3.86069,38.4078,865.394,1,3.07217,-1.16759,63.9,21.5695,28,0,1020.61,0.292247,ESE
03.12.2020 08:00,54291.8,919.95,57.9025,57.928,0,40.7471,0,32.5689,-4.3331,38.9128,884.086,2,2.70083,-1.36667,65.8333,21.7213,28,0,1020.41,0.358257,ESE
03.12.2020 09:00,54291.7,919.883,58.5733,58.599,0,41.0311,0,32.5728,-2.28356,38.8989,889.927,2,3.95583,-0.57037,63.7167,21.8176,28.5833,0,1019.98,0.533997,ESE
03.12.2020 10:00,54293.3,919.883,56.0817,56.105,0,41.0357,0,32.8759,1.27769,39.2251,868.232,1,5.287,0.387037,60.3167,21.8972,29,0,1019.82,0.617288,SE
03.12.2020 11:00,54290.6,919.967,56.6183,56.642,0,40.9892,0,32.5472,2.04808,39.0171,872.904,1,7.1985,1.21759,57.5167,21.9639,29,0,1019.15,0.553212,SSE
03.12.2020 12:00,54288.2,919.898,57.6364,57.661,0,41.1188,0,32.854,2.88155,39.2668,881.769,1,8.20102,1.57778,56.0667,22.025,29,0,1018.25,0.594593,ESE
03.12.2020 13:00,54287.4,919.917,58.3433,58.369,0,40.9722,0,32.6473,1.71376,39.6028,887.924,1,6.86733,1.39907,57.0167,22.0843,29,0,1017.5,0.456608,ESE
03.12.2020 14:00,54289.1,919.883,55.5642,55.587,0,40.8427,0,32.4951,-0.030525,39.264,863.726,1,5.794,0.959259,59.1833,22.0287,29,0,1016.98,0.407061,SE
03.12.2020 15:00,54290.2,919.9,57.845,57.87,0,40.9816,0,32.5031,-1.59311,39.2944,883.585,1,5.03717,0.50463,61.9333,21.8537,29,0,1016.51,0.310507,ESE
03.12.2020 16:00,54291.1,919.9,55.2,55.223,0,41.2441,0,32.9951,-1.57131,39.2805,860.555,1,4.833,0.473148,63,21.8194,29,0,1015.86,0.376072,E
03.12.2020 17:00,54291.2,919.817,59.2825,59.309,0,41.216,0,33.0076,-1.36054,39.2337,896.102,1,4.872,0.549074,62.2667,21.8926,29,0,1015.66,0.565883,ESE
03.12.2020 18:00,54290.7,919.85,57.5575,57.582,0,41.2577,0,33.1805,-1.30967,39.1805,881.082,2,4.92567,0.464815,62.65,21.8565,28.25,0,1015.2,0.698524,SE
03.12.2020 19:00,54290.2,919.847,58.9034,58.929,0,41.1638,0,32.929,-1.34613,39.2407,892.8,2,4.90695,0.447222,63,21.2833,27,0,1014.44,0.688987,SE
03.12.2020 20:00,54289.7,919.917,58.7267,58.753,0,41.3166,0,33.1477,-1.26606,39.2381,891.262,2,4.92683,0.592593,62.8667,21.1602,27.4167,0,1014.2,0.697348,SE
03.12.2020 21:00,54289.4,919.95,57.385,57.41,0,41.4312,0,33.0439,-0.997151,39.1715,879.58,1,5.062,0.72037,63,21.2704,28,0,1013.86,0.746483,SE
03.12.2020 22:00,54288.6,919.9,58.3625,58.388,0,41.8118,0,33.5557,-0.917205,39.1789,888.091,2,5.092,0.874074,63.0833,21.2834,28,0,1013.43,0.721842,SE
03.12.2020 23:00,54289.4,919.883,56.81,56.834,0,41.7441,0,33.5323,-0.706437,39.2298,874.573,1,5.256,0.976852,62.2667,21.2852,28,0,1013.17,0.579461,SE
04.12.2020 00:00,54288.3,919.883,55.8517,55.875,0,42.0003,0,33.7351,-0.808187,39.217,866.229,2,5.258,0.929378,62.3898,21.2769,28,0,1012.48,0.553231,SE
04.12.2020 01:00,54289.3,919.864,60.6186,60.646,0,42.328,0,34.1572,-0.616967,39.3682,907.737,2,5.37508,1.00741,62.6833,21.2815,28,0,1012.02,0.744847,ESE
04.12.2020 02:00,54288.7,919.9,58.3433,58.369,0,42.2261,0,33.8981,-0.684633,39.0759,887.924,2,5.31283,1.08426,63.0333,21.2787,28,0,1011.65,0.695238,SE
04.12.2020 03:00,54288.7,919.867,58.1325,58.158,0,42.2271,0,34.0422,-0.619222,39.4319,886.088,2,5.428,1.17778,63,21.2305,28,0,1010.99,0.54273,ESE
04.12.2020 04:00,54289.2,919.883,59.1292,59.155,0,41.9831,0,33.7574,-0.611954,39.1166,894.767,1,5.386,1.29074,63,21.2083,28,0,1010.57,0.589872,SE
04.12.2020 05:00,54289.2,919.95,56.1392,56.163,0,41.7087,0,33.507,-1.30967,39.0594,868.733,1,4.90917,1.05093,63.9333,21.2,28,0,1010.26,0.651522,SE
04.12.2020 06:00,54290.1,919.867,56.6183,56.642,0,41.8374,0,33.5254,-1.66579,38.8863,872.904,1,4.60217,1.05,64.5,21.1676,28,0,1010.13,0.522738,SE
04.12.2020 07:00,54290.6,919.933,58.19,58.215,0,42.1634,0,33.9112,-1.72394,39.0196,886.589,1,4.4865,1.10648,65,21.2046,28.4333,0,1010.27,0.540286,SE
04.12.2020 08:00,54290.8,919.78,59.9559,59.983,0,42.3098,0,34.0988,-1.05788,39.2443,901.966,1,4.86864,1.52963,64.4333,21.4315,29,0,1010.4,0.710467,SE
04.12.2020 09:00,54292.1,919.883,58.3242,58.35,0,42.0076,0,33.8777,1.71376,39.4441,887.758,2,6.272,2.8213,60.9833,21.6195,29,0,1010.36,0.88897,SE
04.12.2020 10:00,54290.4,919.933,57.2508,57.275,0,41.8937,0,33.5918,2.38967,39.6447,878.411,1,7.42717,3.59352,59.1833,21.8194,29.3167,0,1010.28,1.05692,SE
04.12.2020 11:00,54289.8,919.933,60.7583,60.786,0,41.9866,0,33.8601,3.538,39.5885,908.952,1,8.44883,4.38796,58.0167,21.912,30,0,1009.86,1.04352,SE
04.12.2020 12:00,54288.6,919.85,61.6975,61.726,0,41.9668,0,33.8405,3.5598,39.639,917.13,1,8.6615,4.57685,57.9,21.9435,30,0,1009.34,0.985763,SE
04.12.2020 13:00,54287.7,919.883,59.5892,59.616,0,41.8947,0,33.7527,3.37084,39.6193,898.772,2,8.67233,4.41667,58.3333,21.9981,30,0,1008.71,1.05973,ESE
04.12.2020 14:00,54288,919.949,61.0864,61.114,0,42.2591,0,34.1886,2.86677,39.7689,911.809,1,8.37322,4.16574,59.65,22.0426,30,0,1008.58,0.905772,ESE
04.12.2020 15:00,54290.1,919.9,60.1067,60.134,0,42.2087,0,34.0135,2.35333,39.651,903.279,1,8.004,3.77222,61.4333,22.0695,30.85,0,1009.3,0.48637,ESE
04.12.2020 16:00,54290.6,919.933,59.6275,59.654,0,42.0036,0,33.7868,1.48119,39.8228,899.106,1,7.3915,3.35926,63.25,22.0537,31,0,1009.44,0.225847,ESE
04.12.2020 17:00,54290.8,919.9,58.7842,58.81,0,41.698,0,33.3157,1.09599,40.0687,891.763,1,7.01283,3.32963,63.8833,22.0019,31,0,1009.57,0.227868,ESE
04.12.2020 18:00,54291.7,919.917,57.6342,57.659,0,41.6794,0,33.4211,1.67015,39.7234,881.75,2,7.21733,4.21667,61.7167,21.9741,31,0,1009.73,0.552972,SE
04.12.2020 19:00,54291.7,919.9,58.305,58.331,0,41.6583,0,33.4052,2.05535,39.2314,887.59,1,7.387,4.61852,60.3833,21.9472,31,0,1010.22,0.690765,SE
04.12.2020 20:00,54289.1,919.932,57.9093,57.934,0,41.6662,0,33.429,1.93549,39.519,884.145,1,7.41983,4.51574,60.8167,21.8722,31,0,1010.75,1.09252,SE
04.12.2020 21:00,54290,919.917,57.7108,57.736,0,41.8871,0,33.8305,1.75737,39.607,882.417,2,7.28633,4.12593,61.8167,21.8796,31,0,1010.87,0.968438,SE
04.12.2020 22:00,54290,919.917,57.7875,57.813,0,41.9521,0,33.8438,1.65562,39.6485,883.084,2,7.19333,4.0463,63,21.863,31.3333,0,1011.04,0.863416,SE
04.12.2020 23:00,54289.8,919.9,56.925,56.949,0,41.8519,0,33.6397,1.72103,39.6156,875.575,1,7.21083,4.29815,62.3,21.8935,32,0,1011.35,0.886805,SE
05.12.2020 00:00,54289.5,919.933,55.9283,55.952,0,41.672,0,33.4385,2.27339,39.638,866.896,1,7.66117,4.65556,61.8167,21.9167,32,0,1011.34,0.710886,SE
05.12.2020 01:00,54290.2,919.883,58.3433,58.369,0,41.6468,0,33.4871,3.14553,39.5458,887.924,2,8.31133,5.3463,60.15,21.9416,32,0,1011.77,0.685102,SE
05.12.2020 02:00,54290.2,919.883,58.8417,58.868,0,41.4442,0,33.2112,3.34176,39.4508,892.264,2,8.44967,5.76204,58.5167,21.9463,32,0,1011.93,0.909484,SE
05.12.2020 03:00,54289.3,919.898,55.3169,55.34,0,41.4721,0,33.1749,3.33979,39.4508,861.573,1,8.54678,5.69444,59.1167,21.9639,32,0,1011.83,0.890095,SSE
05.12.2020 04:00,54289,919.817,55.1808,55.204,0,41.3087,0,32.8494,3.42171,39.6216,860.388,1,8.6615,5.83611,59.2833,21.9398,32,0,1011.9,0.839505,SE
05.12.2020 05:00,54289.8,919.867,56.4458,56.47,0,41.2918,0,33.1792,3.68335,39.5675,871.402,1,8.808,6.06574,58.9667,21.9222,32,0,1012.1,0.771474,SE
05.12.2020 06:00,54290.5,919.883,54.4333,54.456,0,41.2028,0,33.0557,3.72696,39.4298,853.879,1,8.891,6.14537,59,21.9416,32,0,1012.45,0.867902,SE
05.12.2020 07:00,54289.5,919.917,59.0333,59.059,0,41.1898,0,33.0925,3.44351,39.5906,893.932,1,8.67533,5.76759,60,21.9453,32,0,1012.8,0.616054,SE
05.12.2020 08:00,54290.9,919.867,57.1742,57.199,0,41.0052,0,32.703,4.01041,40.038,877.744,2,9.10883,6.15741,59.3167,21.9518,32,0,1013.17,0.657721,SE
05.12.2020 09:00,54294.4,919.864,56.6619,56.686,0,41.1292,0,32.975,5.79362,39.8714,873.284,1,10.3117,7.15278,56.9167,21.9842,32.65,0,1013.64,0.685944,SE
05.12.2020 10:00,54294,919.95,56.5033,56.527,0,40.7879,0,32.3523,7.06291,40.0162,871.903,2,11.4248,8.34444,54.1333,22.0176,33,0,1013.67,0.886153,SE
05.12.2020 11:00,54295.8,919.917,56.0242,56.048,0,40.7531,0,32.358,8.91622,40.3725,867.731,2,12.9855,9.59722,51.6167,22.0537,33,0,1013.85,1.00261,SE
05.12.2020 12:00,54293.9,919.85,57.0592,57.084,0,41.1375,0,33.0534,12.4193,40.3288,876.743,1,15.5848,11.3926,47.7167,22.1167,33,0,1014.07,0.86667,SE
05.12.2020 13:00,54296.6,919.767,55.8517,55.875,0,40.7947,0,32.5261,11.5544,40.5062,866.229,2,15.4127,11.7852,47.3667,22.2194,33,0,1014.41,0.843452,SE
05.12.2020 14:00,54301.3,919.767,58.4967,58.522,0,40.647,0,32.2368,10.0209,40.3198,889.26,1,14.3957,10.8139,51.35,22.3222,33,0,1014.92,0.606739,SE
05.12.2020 15:00,54303.7,919.783,58.2667,58.292,0,41.0785,0,32.9291,8.63277,40.6113,887.257,1,13.544,9.77315,55.9,22.4074,33,0,1015.56,0.484227,SE
05.12.2020 16:00,54306.2,919.898,55.7458,55.769,0,41.1333,0,32.8929,7.15357,40.6811,865.307,2,12.4842,8.80463,59.6833,22.4926,33,0,1015.9,0.598612,SE
05.12.2020 17:00,54305.5,919.867,57.6917,57.717,0,41.1869,0,32.8133,6.6123,40.5622,882.25,1,11.8828,8.53519,61.5167,22.5473,33,0,1016.03,0.712535,SE
05.12.2020 18:00,54305.2,919.833,57.1933,57.218,0,41.4584,0,33.2103,6.40153,40.4783,877.911,2,11.5602,8.45,63.1667,22.5797,33,0,1016.42,0.781438,SE
05.12.2020 19:00,54304.6,919.783,55.66,55.683,0,41.6851,0,33.3797,6.05994,40.3928,864.56,2,11.2485,8.13056,64.85,22.5833,33,0,1016.6,1.12041,SE
05.12.2020 20:00,54305.6,919.95,56.4267,56.451,0,41.9185,0,33.6246,5.82737,40.2812,871.236,1,10.9482,7.82778,65.0833,22.5593,33.4333,0,1017.06,0.846485,SE
05.12.2020 21:00,54307.6,919.85,59.5508,59.577,0,42.0074,0,33.8187,4.99884,39.9057,898.438,1,10.3657,7.09259,66.1833,22.5861,34,0,1017.45,0.430669,ESE
05.12.2020 22:00,54306.6,919.847,55.5703,55.593,0,41.9424,0,33.6401,4.38932,40.2152,863.779,1,9.85492,6.65371,67.0667,22.5935,34,0,1017.67,0.529469,SE
05.12.2020 23:00,54305.4,919.883,57.155,57.18,0,42.1206,0,34.0806,4.29385,40.104,877.577,1,9.60817,6.45,67.1167,22.5787,34,0,1017.75,0.701303,SE
06.12.2020 00:00,54303.9,919.85,55.3917,55.415,0,41.9443,0,33.6899,4.27932,39.9813,862.224,0,9.545,6.37037,67.0667,22.5408,34,0,1017.63,0.648032,SE
06.12.2020 01:00,54303.5,919.833,57.2892,57.314,0,42.0887,0,33.8209,4.24298,39.9069,878.746,2,9.48,6.16852,67.2833,22.5046,34,0,1017.78,0.39206,SE
06.12.2020 02:00,54302.8,919.867,56.0433,56.067,0,42.0987,0,33.9656,3.95226,40.0034,867.898,2,9.32383,6.05093,68,22.4833,34,0,1017.82,0.459528,ESE
06.12.2020 03:00,54300.7,919.817,57.7108,57.736,0,42.0902,0,33.7412,4.62818,40.2445,882.417,2,9.82867,6.30833,67.2833,22.4629,34,0,1017.88,0.555756,ESE
06.12.2020 04:00,54300.8,919.915,59.2448,59.271,0,42.126,0,33.9868,5.03974,40.181,880.581,0,10.1251,6.39722,66.5,22.4648,34,0,1018.07,0.751435,SE
06.12.2020 05:00,54300.3,919.9,57.9678,57.993,0,42.3624,0,34.1129,5.08605,40.0935,869.9,1,10.1418,6.2787,66,22.4824,34,0,1018.34,0.787908,ESE
06.12.2020 06:00,54299,919.867,55.7367,55.76,0,42.3545,0,34.1295,4.7372,40.2321,865.228,2,10.051,5.8713,65.8833,22.4907,34,0,1018.82,0.841806,ESE
06.12.2020 07:00,54299.4,919.867,57.0592,57.084,0,42.3248,0,34.0158,4.35199,40.2313,876.743,1,9.819,5.46759,66,22.5037,34,0,1019.47,0.819022,ESE
06.12.2020 08:00,54298.7,919.867,58.5925,58.618,0,42.4171,0,34.1611,4.14849,40.3761,890.094,1,9.66867,5.18611,65.6833,22.5297,34,0,1019.82,0.873026,ESE
06.12.2020 09:00,54296.5,919.833,59.225,59.251,0,42.3431,0,34.122,4.38833,40.3785,895.601,1,9.783,5.2537,64.8167,22.5491,34,0,1019.84,0.912592,ESE
06.12.2020 10:00,54296.6,919.85,57.845,57.87,0,42.3658,0,34.2728,4.33019,40.3519,883.585,1,9.759,5.08519,64,22.5565,34,0,1019.69,0.904386,ESE
06.12.2020 11:00,54296.2,919.915,57.461,57.486,0,42.4155,0,34.1654,4.54453,40.3928,880.242,1,9.89593,5.11574,63.05,22.5787,34,0,1019.38,0.916365,SE
06.12.2020 12:00,54295.7,919.933,59.3975,59.424,0,42.5797,0,34.4922,4.30839,40.2721,897.103,1,9.70867,4.80648,63.15,22.6056,34,0,1019.27,0.880296,ESE
06.12.2020 13:00,54296.5,919.933,59.4742,59.501,0,42.5628,0,34.505,3.9886,40.2206,897.771,1,9.519,4.72315,63,22.6482,34,0,1018.93,1.0005,ESE
06.12.2020 14:00,54298,919.85,58.995,59.021,0,42.1734,0,33.6395,3.59614,40.2829,893.598,1,9.25467,4.40648,63.1,22.6556,34,0,1018.91,0.900532,ESE
06.12.2020 15:00,54301.1,919.833,56.925,56.949,0,42.3143,0,34.2653,2.81848,40.3377,875.575,1,8.74583,3.98148,64,22.6648,34,0,1019.04,0.837269,ESE
06.12.2020 16:00,54301,919.85,55.89,55.913,0,42.0519,0,33.9597,2.57864,40.3062,866.563,2,8.45983,3.93148,64,22.7111,34,0,1019.36,0.864285,ESE
06.12.2020 17:00,54299.2,919.814,58.2602,58.286,0,41.711,0,33.6171,2.61547,40.2601,887.2,1,8.35169,3.99074,64,22.7537,34,0,1019.28,0.877097,ESE
06.12.2020 18:00,54298.4,919.85,57.6725,57.697,0,41.6359,0,33.3803,2.62225,40.2174,882.083,2,8.324,4.06574,63.0667,22.75,34,0,1019.04,1.02629,ESE
06.12.2020 19:00,54297.7,919.917,58.075,58.1,0,41.4079,0,33.0502,2.60045,40.0991,885.588,0,8.31383,4.00833,62.5,22.7241,34,0,1018.77,1.12697,ESE
06.12.2020 20:00,54297.4,919.9,58.0942,58.12,0,41.3109,0,33.1924,2.40421,40.0062,885.755,0,8.13117,3.8537,61.5833,22.7185,34,0,1018.58,1.02479,ESE
06.12.2020 21:00,54298.7,919.867,57.7492,57.774,0,41.2985,0,33.066,2.01174,40.0731,882.751,1,7.86317,3.48148,61.55,22.7083,34,0,1018.53,0.950711,SE
06.12.2020 22:00,54298.9,919.85,54.6825,54.705,0,41.1102,0,32.651,1.68469,40.2284,856.049,1,7.58833,3.10833,61.65,22.7028,34,0,1018.56,0.913929,SE
